"EmpId","Attrition","StandardHours","HourlyRate","MonthlyIncome","PercentSalaryHike","StockOptionLevel","Age","DistanceFromHome","Education","EducationField","Gender","MaritalStatus","BusinessTravel","Department","JobLevel","JobRole","JobSatisfaction","NumCompaniesWorked","PerformanceRating","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","OverTime","MonthlyIncomeBins","EducationBins","JobSatisfactionBins","WorkLifeBalanceBins"
100760,"No",200,11,2177,16,0,45,24,4,"Medical","Male","Single","Travel_Rarely","Human Resources","1","Human Resources","2",1,"3",6,"3","3",6,3,0,4,"No","0-3K","Masters","Medium","Better"
100761,"No",200,38,7525,12,1,53,2,3,"Marketing","Female","Married","Travel_Frequently","Sales","3","Sales Executive","2",2,"3",30,"2","3",15,7,6,12,"No","5K-8K","Bachelor","Medium","Better"
100762,"Yes",200,24,4834,14,1,36,15,3,"Other","Male","Divorced","Travel_Rarely","Research & Development","2","Laboratory Technician","3",7,"3",9,"3","2",1,0,0,0,"No","3K-5K","Bachelor","High","Good"
100763,"Yes",200,10,2042,14,1,26,2,3,"Life Sciences","Male","Married","Travel_Frequently","Research & Development","1","Research Scientist","1",6,"3",6,"2","3",3,2,1,2,"Yes","0-3K","Bachelor","Low","Better"
100764,"No",200,11,2220,19,1,34,10,4,"Life Sciences","Female","Married","Travel_Rarely","Sales","1","Sales Representative","3",1,"3",1,"2","3",1,1,0,0,"Yes","0-3K","Masters","High","Better"
100765,"No",200,5,1052,22,0,28,10,1,"Medical","Male","Married","Travel_Rarely","Sales","1","Sales Representative","2",1,"4",1,"5","3",1,0,0,0,"No","0-3K","Below College","Medium","Better"
100766,"No",200,14,2821,16,1,38,3,4,"Other","Male","Married","Travel_Frequently","Research & Development","1","Research Scientist","3",3,"3",8,"2","3",2,2,2,2,"No","0-3K","Masters","High","Better"
100767,"No",200,96,19237,11,1,50,2,4,"Medical","Male","Married","Travel_Rarely","Research & Development","5","Research Director","3",2,"3",29,"2","2",8,1,7,7,"Yes","12K+","Masters","High","Good"
100768,"No",200,21,4107,15,0,37,3,3,"Other","Female","Single","Travel_Rarely","Research & Development","2","Healthcare Representative","2",3,"2",8,"3","2",4,3,0,1,"No","3K-5K","Bachelor","Medium","Good"
100769,"No",200,42,8396,14,1,40,26,3,"Marketing","Male","Married","Travel_Rarely","Sales","2","Sales Executive","1",1,"2",8,"3","2",7,7,7,5,"No","8K-12K","Bachelor","Low","Good"
100770,"No",200,10,2007,13,2,26,1,1,"Medical","Female","Divorced","Travel_Frequently","Research & Development","1","Research Scientist","3",1,"3",5,"5","3",5,3,1,3,"No","0-3K","Below College","High","Better"
100771,"No",200,98,19627,17,2,46,1,4,"Medical","Male","Divorced","Travel_Rarely","Research & Development","5","Research Director","4",9,"3",23,"0","3",2,2,2,2,"No","12K+","Masters","Very High","Better"
100772,"No",200,53,10686,11,1,54,2,4,"Life Sciences","Female","Married","Travel_Rarely","Sales","3","Sales Executive","3",6,"3",13,"4","3",9,4,7,0,"No","8K-12K","Masters","High","Better"
100773,"No",200,15,2942,19,1,56,9,3,"Medical","Female","Married","Travel_Frequently","Research & Development","1","Research Scientist","3",2,"3",18,"4","3",5,4,0,3,"No","0-3K","Bachelor","High","Better"
100774,"No",200,44,8858,11,0,36,12,5,"Medical","Female","Single","Travel_Rarely","Research & Development","3","Manufacturing Director","4",0,"3",15,"2","2",14,8,7,8,"No","8K-12K","Doctor","Very High","Good"
100775,"No",200,84,16756,15,0,55,2,1,"Medical","Male","Single","Non-Travel","Research & Development","4","Manager","1",7,"3",31,"3","4",9,7,6,2,"No","12K+","Below College","Low","Best"
100776,"No",200,54,10798,13,1,43,25,3,"Medical","Male","Divorced","Travel_Rarely","Sales","3","Sales Executive","4",5,"3",18,"5","3",1,0,0,0,"No","8K-12K","Bachelor","Very High","Better"
100777,"Yes",200,12,2323,14,0,20,9,3,"Marketing","Female","Single","Travel_Frequently","Sales","1","Sales Representative","4",1,"3",2,"3","3",2,2,0,2,"Yes","0-3K","Bachelor","Very High","Better"
100778,"Yes",200,7,1416,13,0,21,10,3,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"3",1,"6","2",1,0,1,0,"No","0-3K","Bachelor","Low","Good"
100779,"No",200,23,4615,23,3,46,8,4,"Life Sciences","Female","Divorced","Travel_Rarely","Research & Development","2","Research Scientist","1",8,"4",19,"2","3",16,13,1,7,"Yes","3K-5K","Masters","Low","Better"
100780,"Yes",200,12,2461,12,3,51,4,4,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","3",9,"3",18,"2","4",10,0,2,7,"Yes","0-3K","Masters","High","Best"
100781,"Yes",200,44,8722,12,0,28,24,2,"Technical Degree","Male","Single","Non-Travel","Research & Development","3","Healthcare Representative","1",1,"2",10,"2","2",10,7,1,9,"No","8K-12K","College","Low","Good"
100782,"No",200,20,3955,16,2,26,1,2,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"3",6,"2","3",5,3,1,3,"No","3K-5K","College","Low","Better"
100783,"No",200,50,9957,15,1,30,20,3,"Other","Male","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","1",0,"3",7,"1","2",6,2,0,2,"No","8K-12K","Bachelor","Low","Good"
100784,"No",200,17,3376,13,0,41,7,2,"Technical Degree","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","3",1,"3",10,"3","3",10,6,0,8,"No","3K-5K","College","High","Better"
100785,"No",200,44,8823,18,1,38,17,1,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","3","Healthcare Representative","3",0,"3",20,"4","2",19,9,1,9,"No","8K-12K","Below College","High","Good"
100786,"No",200,52,10322,20,1,40,20,4,"Technical Degree","Male","Married","Travel_Rarely","Research & Development","3","Healthcare Representative","4",4,"4",14,"6","3",11,10,11,1,"No","8K-12K","Masters","Very High","Better"
100787,"No",200,23,4621,19,3,27,8,5,"Life Sciences","Male","Married","Non-Travel","Research & Development","1","Laboratory Technician","3",1,"3",3,"4","3",3,2,1,2,"No","3K-5K","Doctor","High","Better"
100788,"No",200,55,10976,18,1,55,2,1,"Life Sciences","Male","Married","Travel_Frequently","Research & Development","3","Manufacturing Director","2",3,"3",23,"4","3",3,2,1,2,"No","8K-12K","Below College","Medium","Better"
100789,"No",200,18,3660,13,0,28,10,3,"Other","Female","Single","Travel_Rarely","Research & Development","2","Research Scientist","3",3,"3",10,"4","4",8,7,1,7,"No","3K-5K","Bachelor","High","Best"
100790,"Yes",200,52,10482,14,1,44,1,2,"Medical","Male","Married","Travel_Rarely","Human Resources","3","Human Resources","1",9,"2",24,"1","3",20,6,3,6,"No","8K-12K","College","Low","Better"
100791,"No",200,36,7119,15,1,33,5,3,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","3","Healthcare Representative","4",4,"3",9,"2","3",3,2,1,2,"No","5K-8K","Bachelor","Very High","Better"
100792,"Yes",200,48,9582,22,0,35,4,3,"Technical Degree","Male","Single","Travel_Rarely","Sales","3","Sales Executive","1",0,"2",9,"2","3",8,7,4,7,"Yes","8K-12K","Bachelor","Low","Better"
100793,"Yes",200,23,4508,22,0,33,29,4,"Medical","Female","Single","Travel_Frequently","Research & Development","2","Research Scientist","3",1,"4",14,"4","3",13,7,3,8,"No","3K-5K","Masters","High","Better"
100794,"No",200,11,2207,16,1,28,15,2,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","3",1,"3",4,"5","2",4,2,2,2,"No","0-3K","College","High","Good"
100795,"No",200,39,7756,17,0,34,3,1,"Life Sciences","Male","Single","Travel_Frequently","Research & Development","2","Healthcare Representative","4",0,"3",7,"1","2",6,2,0,4,"No","5K-8K","Below College","Very High","Good"
100796,"No",200,33,6694,14,3,37,10,4,"Life Sciences","Female","Divorced","Travel_Rarely","Sales","2","Sales Executive","4",2,"3",8,"5","3",1,0,0,0,"Yes","5K-8K","Masters","Very High","Better"
100797,"Yes",200,18,3691,15,1,25,4,1,"Technical Degree","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","4",1,"3",7,"3","4",7,7,5,6,"Yes","3K-5K","Below College","Very High","Best"
100798,"Yes",200,12,2377,20,1,26,21,3,"Medical","Male","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","3",1,"4",1,"0","2",1,1,0,0,"No","0-3K","Bachelor","High","Good"
100799,"Yes",200,12,2313,20,0,33,25,3,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","2",4,"4",5,"0","3",2,2,2,2,"Yes","0-3K","Bachelor","Medium","Better"
100800,"No",200,88,17665,17,1,42,2,2,"Medical","Male","Married","Travel_Rarely","Research & Development","4","Manager","1",0,"3",23,"3","3",22,6,13,7,"No","12K+","College","Low","Better"
100801,"Yes",200,13,2596,15,2,28,1,3,"Medical","Male","Divorced","Travel_Frequently","Research & Development","1","Laboratory Technician","2",1,"3",1,"2","3",1,0,0,0,"No","0-3K","Bachelor","Medium","Better"
100802,"Yes",200,24,4728,14,0,50,1,4,"Other","Male","Single","Travel_Frequently","Sales","2","Sales Executive","3",3,"3",5,"4","3",0,0,0,0,"Yes","3K-5K","Masters","High","Better"
100803,"No",200,22,4302,17,1,33,7,3,"Life Sciences","Female","Married","Travel_Frequently","Sales","2","Sales Executive","2",0,"3",4,"3","3",3,2,0,2,"No","3K-5K","Bachelor","Medium","Better"
100804,"No",200,15,2979,17,3,34,3,4,"Life Sciences","Male","Married","Non-Travel","Research & Development","1","Research Scientist","4",3,"3",6,"2","3",0,0,0,0,"No","0-3K","Masters","Very High","Better"
100805,"No",200,84,16885,22,0,48,1,4,"Medical","Male","Single","Non-Travel","Research & Development","4","Manager","4",2,"4",27,"3","2",5,4,2,1,"No","12K+","Masters","Very High","Good"
100806,"No",200,28,5593,13,1,45,9,4,"Life Sciences","Female","Married","Non-Travel","Sales","2","Sales Executive","3",1,"3",15,"2","3",15,10,4,12,"No","5K-8K","Masters","High","Better"
100807,"No",200,52,10445,19,0,52,7,4,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","3","Healthcare Representative","2",7,"3",18,"4","3",8,6,4,0,"No","8K-12K","Masters","Medium","Better"
100808,"No",200,44,8740,14,2,38,10,4,"Marketing","Male","Divorced","Travel_Rarely","Sales","3","Sales Executive","3",0,"3",9,"2","3",8,7,2,7,"Yes","8K-12K","Masters","High","Better"
100809,"No",200,13,2514,22,1,29,28,4,"Life Sciences","Female","Divorced","Travel_Rarely","Research & Development","1","Research Scientist","4",4,"4",11,"1","3",7,5,1,7,"No","0-3K","Masters","Very High","Better"
100810,"No",200,38,7655,17,3,28,3,3,"Medical","Female","Divorced","Travel_Rarely","Research & Development","3","Manufacturing Director","2",0,"3",10,"3","2",9,7,1,7,"No","5K-8K","Bachelor","Medium","Good"
100811,"No",200,87,17465,12,1,46,3,1,"Marketing","Male","Married","Travel_Rarely","Sales","4","Manager","3",3,"3",23,"3","3",12,9,4,9,"No","12K+","Below College","High","Better"
100812,"No",200,37,7351,16,0,38,2,2,"Marketing","Male","Single","Travel_Rarely","Sales","3","Sales Executive","2",7,"3",10,"2","3",1,0,0,0,"No","5K-8K","College","Medium","Better"
100813,"No",200,54,10820,11,1,43,27,3,"Life Sciences","Female","Married","Travel_Frequently","Research & Development","3","Manufacturing Director","1",8,"3",18,"1","3",8,7,0,1,"No","8K-12K","Bachelor","Low","Better"
100814,"Yes",200,61,12169,11,3,39,2,3,"Life Sciences","Male","Divorced","Travel_Frequently","Research & Development","4","Healthcare Representative","4",7,"3",21,"4","3",18,7,11,5,"No","12K+","Bachelor","Very High","Better"
100815,"No",200,98,19626,14,0,40,14,3,"Medical","Male","Single","Travel_Rarely","Research & Development","5","Research Director","3",1,"3",21,"2","4",20,7,4,9,"No","12K+","Bachelor","High","Best"
100816,"No",200,10,2070,11,0,21,1,1,"Technical Degree","Female","Single","Travel_Rarely","Research & Development","1","Research Scientist","2",1,"3",2,"6","4",2,2,2,2,"Yes","0-3K","Below College","Medium","Best"
100817,"No",200,34,6782,15,0,39,9,3,"Life Sciences","Male","Single","Non-Travel","Research & Development","2","Laboratory Technician","2",9,"2",9,"2","2",5,4,0,3,"No","5K-8K","Bachelor","Medium","Good"
100818,"No",200,39,7779,20,0,36,18,4,"Life Sciences","Male","Single","Non-Travel","Research & Development","2","Manufacturing Director","4",2,"4",18,"0","3",11,9,0,9,"No","5K-8K","Masters","Very High","Better"
100819,"No",200,14,2791,12,1,31,20,3,"Life Sciences","Male","Married","Travel_Frequently","Sales","1","Sales Representative","4",0,"3",3,"4","3",2,2,2,2,"No","0-3K","Bachelor","Very High","Better"
100820,"No",200,16,3201,17,0,28,2,1,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","2",0,"3",6,"2","1",5,3,0,4,"No","3K-5K","Below College","Medium","Bad"
100821,"No",200,25,4968,11,1,35,11,2,"Marketing","Male","Divorced","Travel_Frequently","Sales","2","Sales Executive","4",1,"3",5,"3","3",5,2,0,2,"No","3K-5K","College","Very High","Better"
100822,"No",200,66,13120,17,1,49,8,4,"Technical Degree","Male","Married","Travel_Rarely","Sales","4","Sales Executive","2",6,"3",22,"3","3",9,8,2,3,"No","12K+","Masters","Medium","Better"
100823,"No",200,20,4033,11,0,34,2,2,"Life Sciences","Male","Single","Travel_Frequently","Research & Development","2","Manufacturing Director","3",2,"3",5,"3","2",3,2,0,2,"No","3K-5K","College","High","Good"
100824,"No",200,16,3291,14,2,29,10,3,"Life Sciences","Female","Divorced","Travel_Frequently","Research & Development","1","Research Scientist","2",0,"3",8,"2","2",7,5,1,1,"No","3K-5K","Bachelor","Medium","Good"
100825,"No",200,21,4272,19,0,42,29,3,"Medical","Male","Single","Travel_Rarely","Research & Development","2","Laboratory Technician","4",4,"3",16,"3","3",1,0,0,0,"No","3K-5K","Bachelor","Very High","Better"
100826,"No",200,25,5056,15,1,29,8,1,"Medical","Male","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","4",1,"3",10,"2","2",10,7,1,2,"Yes","5K-8K","Below College","Very High","Good"
100827,"No",200,14,2844,13,1,38,1,3,"Human Resources","Male","Married","Travel_Rarely","Human Resources","1","Human Resources","3",1,"3",7,"2","4",7,6,5,0,"No","0-3K","Bachelor","High","Best"
100828,"No",200,14,2703,14,1,28,6,3,"Life Sciences","Male","Divorced","Travel_Frequently","Research & Development","1","Research Scientist","3",1,"3",3,"2","3",3,1,0,2,"Yes","0-3K","Bachelor","High","Better"
100829,"Yes",200,10,1904,12,0,18,8,1,"Medical","Male","Single","Non-Travel","Research & Development","1","Laboratory Technician","3",1,"3",0,"0","3",0,0,0,0,"No","0-3K","Below College","High","Better"
100830,"Yes",200,41,8224,17,0,33,9,4,"Marketing","Female","Single","Travel_Rarely","Sales","2","Sales Executive","1",0,"3",6,"3","3",5,2,0,3,"Yes","8K-12K","Masters","Low","Better"
100831,"No",200,24,4766,11,1,41,12,4,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","4",3,"3",6,"4","3",1,0,0,0,"Yes","3K-5K","Masters","Very High","Better"
100832,"Yes",200,13,2610,12,1,31,15,3,"Medical","Male","Married","Travel_Frequently","Research & Development","1","Laboratory Technician","3",1,"3",2,"5","2",2,2,2,2,"No","0-3K","Bachelor","High","Good"
100833,"No",200,29,5731,13,2,37,25,2,"Medical","Female","Divorced","Travel_Rarely","Research & Development","2","Healthcare Representative","4",7,"3",9,"2","3",6,2,1,3,"No","5K-8K","College","Very High","Better"
100834,"No",200,13,2539,13,1,27,6,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","3",1,"3",4,"0","3",4,2,2,2,"No","0-3K","Bachelor","High","Better"
100835,"No",200,29,5714,20,0,34,9,1,"Life Sciences","Female","Married","Travel_Rarely","Sales","2","Sales Executive","3",1,"4",6,"3","2",6,5,1,3,"No","5K-8K","Below College","High","Good"
100836,"No",200,22,4323,17,0,35,8,4,"Technical Degree","Male","Single","Travel_Rarely","Human Resources","1","Human Resources","3",1,"3",6,"2","1",5,4,1,4,"No","3K-5K","Masters","High","Bad"
100837,"Yes",200,37,7336,13,1,29,23,1,"Life Sciences","Female","Married","Travel_Rarely","Sales","3","Sales Executive","1",1,"2",11,"3","1",11,8,3,10,"No","5K-8K","Below College","Low","Bad"
100838,"No",200,67,13499,17,0,40,9,4,"Medical","Female","Single","Travel_Frequently","Research & Development","3","Research Director","3",9,"3",20,"3","2",18,7,2,13,"No","12K+","Masters","High","Good"
100839,"Yes",200,69,13758,12,0,42,12,3,"Life Sciences","Male","Single","Travel_Frequently","Sales","4","Sales Executive","1",0,"1",22,"2","2",21,9,13,14,"Yes","12K+","Bachelor","Low","Good"
100840,"No",200,26,5155,13,0,42,4,4,"Marketing","Male","Single","Travel_Rarely","Sales","2","Sales Executive","1",7,"1",9,"3","4",6,4,1,5,"No","5K-8K","Masters","Low","Best"
100841,"No",200,11,2258,12,1,35,1,4,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","3",6,"3",10,"2","3",8,0,1,7,"No","0-3K","Masters","High","Better"
100842,"No",200,18,3597,22,0,24,24,3,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","2",8,"4",6,"2","3",4,3,1,2,"No","3K-5K","Bachelor","Medium","Better"
100843,"Yes",200,13,2515,11,0,28,12,1,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","4",1,"3",1,"4","2",1,1,0,0,"Yes","0-3K","Below College","Very High","Good"
100844,"No",200,22,4420,22,1,26,3,4,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","4",1,"4",8,"2","3",8,7,0,7,"No","3K-5K","Masters","Very High","Better"
100845,"No",200,33,6578,18,1,30,10,3,"Marketing","Male","Married","Travel_Rarely","Sales","2","Sales Executive","3",1,"3",10,"3","3",10,3,1,4,"No","5K-8K","Bachelor","High","Better"
100846,"No",200,22,4422,13,1,40,26,2,"Medical","Female","Married","Travel_Frequently","Research & Development","2","Research Scientist","4",3,"3",16,"3","1",1,1,0,0,"Yes","3K-5K","College","Very High","Bad"
100847,"No",200,51,10274,18,1,35,2,3,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","3","Manufacturing Director","2",2,"3",15,"2","4",7,7,6,4,"No","8K-12K","Bachelor","Medium","Best"
100848,"No",200,27,5343,20,0,34,1,3,"Medical","Male","Single","Travel_Frequently","Research & Development","2","Healthcare Representative","1",0,"4",14,"3","3",13,9,4,9,"No","5K-8K","Bachelor","Low","Better"
100849,"No",200,12,2376,13,1,35,4,4,"Other","Male","Married","Travel_Frequently","Research & Development","1","Laboratory Technician","4",1,"3",2,"2","4",2,2,2,2,"No","0-3K","Masters","Very High","Best"
100850,"Yes",200,27,5346,13,0,43,9,3,"Marketing","Female","Single","Travel_Rarely","Sales","2","Sales Executive","3",8,"3",7,"2","2",4,3,1,3,"No","5K-8K","Bachelor","High","Good"
100851,"No",200,14,2827,12,3,32,2,1,"Life Sciences","Female","Divorced","Non-Travel","Sales","1","Sales Representative","1",1,"3",1,"3","3",1,0,0,0,"No","0-3K","Below College","Low","Better"
100852,"No",200,100,19943,13,1,56,4,4,"Technical Degree","Female","Divorced","Travel_Rarely","Research & Development","5","Manager","1",4,"3",28,"2","3",5,2,4,2,"No","12K+","Masters","Low","Better"
100853,"No",200,16,3131,13,1,29,6,1,"Medical","Female","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","4",1,"3",10,"5","3",10,8,0,8,"No","3K-5K","Below College","Very High","Better"
100854,"No",200,13,2552,25,0,19,9,2,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","1",1,"4",1,"4","3",1,1,0,0,"No","0-3K","College","Low","Better"
100855,"No",200,22,4477,19,1,45,7,3,"Medical","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","3",4,"3",7,"2","2",3,2,0,2,"Yes","3K-5K","Bachelor","High","Good"
100856,"No",200,32,6474,13,1,37,1,3,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","4",1,"3",14,"2","2",14,8,3,11,"No","5K-8K","Bachelor","Very High","Good"
100857,"No",200,15,3033,12,0,20,3,3,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","3",1,"3",2,"2","2",2,2,1,2,"No","3K-5K","Bachelor","High","Good"
100858,"Yes",200,15,2936,11,0,44,10,4,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","3",1,"3",6,"4","3",6,4,0,2,"Yes","0-3K","Masters","High","Better"
100859,"No",200,93,18606,18,1,53,7,2,"Medical","Female","Divorced","Travel_Rarely","Research & Development","5","Manager","3",3,"3",26,"6","3",7,7,4,7,"No","12K+","College","High","Better"
100860,"No",200,11,2168,18,1,29,15,1,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",0,"3",6,"2","2",5,4,1,3,"Yes","0-3K","Below College","Very High","Good"
100861,"Yes",200,14,2853,11,1,22,3,4,"Life Sciences","Male","Married","Travel_Frequently","Research & Development","1","Research Scientist","4",0,"3",1,"5","3",0,0,0,0,"Yes","0-3K","Masters","Very High","Better"
100862,"No",200,85,17048,23,0,46,2,3,"Marketing","Female","Married","Travel_Rarely","Sales","4","Manager","1",8,"3",28,"2","3",26,15,15,9,"No","12K+","Bachelor","Low","Better"
100863,"No",200,11,2290,13,0,44,17,3,"Life Sciences","Male","Single","Non-Travel","Research & Development","1","Research Scientist","3",2,"3",6,"3","3",0,0,0,0,"No","0-3K","Bachelor","High","Better"
100864,"No",200,18,3600,13,1,33,2,3,"Human Resources","Male","Married","Travel_Rarely","Human Resources","1","Human Resources","3",1,"3",5,"2","3",5,4,1,4,"No","3K-5K","Bachelor","High","Better"
100865,"Yes",200,11,2107,17,1,41,5,2,"Life Sciences","Male","Divorced","Non-Travel","Research & Development","1","Research Scientist","1",6,"3",5,"2","1",1,0,0,0,"No","0-3K","College","Low","Bad"
100866,"No",200,21,4115,19,3,30,29,4,"Life Sciences","Male","Divorced","Travel_Rarely","Sales","2","Sales Executive","1",8,"3",8,"3","3",4,3,0,3,"No","3K-5K","Masters","Low","Better"
100867,"No",200,22,4327,12,3,40,2,4,"Medical","Male","Married","Travel_Frequently","Sales","2","Sales Executive","2",5,"3",5,"2","3",0,0,0,0,"No","3K-5K","Masters","Medium","Better"
100868,"No",200,89,17856,22,1,50,2,3,"Medical","Female","Married","Travel_Frequently","Research & Development","4","Manager","1",2,"4",32,"3","3",2,2,2,2,"No","12K+","Bachelor","Low","Better"
100869,"No",200,16,3196,12,3,28,19,4,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"3",6,"2","3",6,5,3,3,"No","3K-5K","Masters","Low","Better"
100870,"No",200,95,19081,11,1,46,15,2,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","5","Research Director","2",5,"3",25,"2","3",4,2,0,3,"No","12K+","College","Medium","Better"
100871,"No",200,45,8966,15,3,35,17,4,"Life Sciences","Male","Married","Travel_Rarely","Sales","2","Sales Executive","1",3,"3",15,"2","3",7,7,1,7,"Yes","8K-12K","Masters","Low","Better"
100872,"Yes",200,11,2210,13,1,24,17,2,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","2",1,"3",1,"3","1",1,0,0,0,"No","0-3K","College","Medium","Bad"
100873,"No",200,23,4539,12,1,33,25,3,"Medical","Female","Married","Travel_Frequently","Sales","2","Sales Executive","3",1,"3",10,"3","2",10,7,0,1,"No","3K-5K","Bachelor","High","Good"
100874,"No",200,14,2741,14,1,36,6,4,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","3",1,"3",7,"4","3",7,7,1,7,"No","0-3K","Masters","High","Better"
100875,"No",200,17,3491,13,3,30,7,4,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","2","Laboratory Technician","3",1,"3",10,"4","2",10,7,8,9,"No","3K-5K","Masters","High","Good"
100876,"No",200,23,4541,25,0,44,29,4,"Other","Male","Single","Travel_Rarely","Research & Development","2","Research Scientist","4",1,"4",20,"3","3",20,11,13,17,"No","3K-5K","Masters","Very High","Better"
100877,"No",200,13,2678,17,0,20,21,3,"Marketing","Male","Single","Travel_Rarely","Sales","1","Sales Representative","4",1,"3",2,"2","3",2,1,2,2,"No","0-3K","Bachelor","Very High","Better"
100878,"No",200,37,7379,11,1,46,2,4,"Technical Degree","Male","Divorced","Travel_Rarely","Research & Development","2","Manufacturing Director","4",2,"3",12,"3","2",6,3,1,4,"No","5K-8K","Masters","Very High","Good"
100879,"No",200,31,6272,16,1,42,2,5,"Medical","Male","Married","Non-Travel","Human Resources","2","Human Resources","1",7,"3",10,"3","4",4,3,0,3,"No","5K-8K","Doctor","Low","Best"
100880,"No",200,26,5220,18,1,60,7,4,"Marketing","Male","Divorced","Travel_Rarely","Sales","2","Sales Executive","4",0,"3",12,"3","3",11,7,1,9,"Yes","5K-8K","Masters","Very High","Better"
100881,"No",200,14,2743,20,1,32,13,3,"Other","Female","Married","Travel_Frequently","Research & Development","1","Laboratory Technician","2",1,"4",2,"2","3",2,2,2,2,"No","0-3K","Bachelor","Medium","Better"
100882,"No",200,25,4998,14,0,32,2,2,"Life Sciences","Female","Single","Travel_Frequently","Research & Development","2","Research Scientist","3",4,"3",10,"2","3",8,7,0,7,"Yes","3K-5K","College","High","Better"
100883,"No",200,51,10252,21,1,36,1,3,"Technical Degree","Female","Divorced","Travel_Rarely","Research & Development","3","Manufacturing Director","1",2,"4",17,"2","3",7,7,7,7,"Yes","8K-12K","Bachelor","Low","Better"
100884,"No",200,14,2781,13,1,33,9,3,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",0,"3",15,"5","3",14,10,4,10,"No","0-3K","Bachelor","Very High","Better"
100885,"No",200,34,6852,12,1,40,10,3,"Technical Degree","Female","Divorced","Travel_Rarely","Sales","2","Sales Executive","2",7,"3",7,"2","4",5,1,1,3,"No","5K-8K","Bachelor","Medium","Best"
100886,"No",200,25,4950,14,0,25,10,4,"Life Sciences","Male","Single","Travel_Rarely","Sales","2","Sales Executive","4",0,"3",5,"4","3",4,3,1,1,"No","3K-5K","Masters","Very High","Better"
100887,"No",200,18,3579,21,1,30,1,3,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","2",0,"4",12,"2","3",11,9,5,7,"Yes","3K-5K","Bachelor","Medium","Better"
100888,"No",200,66,13191,17,0,42,26,5,"Medical","Female","Married","Travel_Frequently","Research & Development","3","Research Director","1",3,"3",20,"6","3",1,0,0,0,"Yes","12K+","Doctor","Low","Better"
100889,"No",200,52,10377,11,1,35,8,2,"Marketing","Female","Married","Non-Travel","Sales","3","Sales Executive","4",4,"3",16,"6","2",13,2,4,12,"Yes","8K-12K","College","Very High","Good"
100890,"No",200,11,2235,14,2,27,14,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","1",1,"1",9,"3","2",9,7,6,8,"Yes","0-3K","Bachelor","Low","Good"
100891,"No",200,53,10502,17,1,54,1,4,"Life Sciences","Female","Divorced","Travel_Frequently","Research & Development","3","Manufacturing Director","3",7,"3",33,"2","1",5,4,1,4,"No","8K-12K","Masters","High","Bad"
100892,"No",200,10,2011,13,1,44,2,1,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",1,"3",10,"5","3",10,5,7,7,"No","0-3K","Below College","Very High","Better"
