EmpId,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus
101325,29,29,1,Life Sciences,Male,Divorced
101326,42,8,3,Life Sciences,Male,Single
101327,32,2,4,Marketing,Male,Single
101328,46,3,3,Technical Degree,Female,Divorced
101329,27,23,1,Medical,Female,Married
101330,29,6,1,Medical,Male,Married
101331,43,6,3,Medical,Female,Married
101332,48,10,3,Life Sciences,Male,Married
101333,29,24,2,Life Sciences,Male,Single
101334,46,10,3,Life Sciences,Female,Married
101335,27,15,3,Life Sciences,Female,Married
101336,39,19,4,Other,Male,Divorced
101337,55,2,4,Technical Degree,Male,Married
101338,28,3,3,Medical,Female,Married
101339,30,9,3,Medical,Male,Single
101340,22,7,1,Life Sciences,Male,Single
101341,36,10,4,Technical Degree,Female,Married
101342,31,20,3,Life Sciences,Male,Divorced
101343,34,4,3,Life Sciences,Male,Married
101344,29,7,3,Life Sciences,Male,Single
101345,37,7,4,Medical,Male,Married
101346,35,16,2,Other,Female,Married
101347,45,25,2,Life Sciences,Female,Married
101348,36,2,1,Human Resources,Male,Single
101349,40,1,4,Life Sciences,Male,Divorced
101350,26,1,2,Life Sciences,Female,Married
101351,27,2,2,Medical,Female,Single
101352,48,22,3,Medical,Female,Divorced
101353,44,1,4,Life Sciences,Male,Married
101354,34,16,4,Technical Degree,Male,Married
101355,56,24,2,Life Sciences,Male,Single
101356,36,17,2,Marketing,Male,Married
101357,41,8,3,Marketing,Female,Married
101358,42,6,3,Medical,Male,Married
101359,31,10,2,Medical,Female,Divorced
101360,34,3,1,Medical,Female,Married
101361,31,4,3,Medical,Female,Divorced
101362,26,6,3,Other,Male,Married
101363,45,1,4,Medical,Male,Single
101364,33,10,4,Marketing,Male,Single
101365,28,1,2,Life Sciences,Male,Married
101366,29,24,3,Technical Degree,Male,Single
101367,39,21,4,Life Sciences,Female,Married
101368,27,2,4,Technical Degree,Male,Married
101369,34,22,4,Other,Male,Married
101370,28,13,2,Marketing,Female,Single
101371,47,14,4,Technical Degree,Male,Married
101372,56,11,5,Marketing,Female,Married
101373,39,9,2,Medical,Male,Married
101374,38,8,3,Medical,Female,Divorced
101375,58,21,3,Life Sciences,Female,Married
101376,32,5,2,Life Sciences,Female,Single
101377,38,9,2,Life Sciences,Male,Divorced
101378,49,2,1,Life Sciences,Male,Married
101379,42,12,4,Marketing,Male,Divorced
101380,27,22,3,Human Resources,Female,Married
101381,35,18,4,Medical,Male,Married
101382,28,16,3,Medical,Male,Single
101383,31,3,2,Medical,Male,Divorced
101384,36,9,4,Life Sciences,Male,Married
101385,34,1,3,Marketing,Male,Single
101386,34,13,4,Medical,Male,Divorced
101387,26,1,3,Medical,Male,Single
101388,29,1,3,Life Sciences,Male,Married
101389,32,15,4,Medical,Female,Divorced
101390,31,1,3,Life Sciences,Male,Married
101391,28,17,3,Technical Degree,Male,Divorced
101392,38,1,3,Life Sciences,Male,Single
101393,35,7,4,Life Sciences,Female,Married
101394,27,9,3,Marketing,Male,Single
101395,32,5,4,Life Sciences,Male,Single
101396,31,26,4,Marketing,Male,Married
101397,53,24,4,Life Sciences,Male,Single
101398,54,9,2,Life Sciences,Female,Married
101399,33,7,2,Life Sciences,Male,Divorced
101400,43,11,3,Life Sciences,Male,Married
101401,38,1,4,Other,Male,Married
101402,55,26,4,Human Resources,Male,Married
101403,31,2,1,Medical,Female,Divorced
101404,39,15,4,Marketing,Male,Single
101405,42,23,2,Life Sciences,Male,Single
101406,31,10,3,Medical,Female,Married
101407,54,10,3,Medical,Female,Single
101408,24,1,2,Life Sciences,Male,Single
101409,23,12,2,Other,Male,Single
101410,40,11,3,Technical Degree,Female,Married
101411,40,2,2,Marketing,Female,Married
101412,25,2,3,Human Resources,Female,Married
101413,30,1,2,Medical,Male,Married
101414,25,2,1,Other,Male,Divorced
101415,47,25,3,Medical,Male,Single
101416,33,1,2,Medical,Male,Divorced
101417,38,1,4,Life Sciences,Male,Married
101418,31,2,2,Life Sciences,Male,Married
101419,38,6,4,Life Sciences,Male,Married
101420,42,18,4,Life Sciences,Male,Divorced
101421,41,1,3,Life Sciences,Male,Married
101422,47,1,1,Medical,Female,Married
101423,35,11,4,Medical,Male,Married
101424,22,1,2,Life Sciences,Male,Single
101425,35,9,4,Medical,Male,Single
101426,33,15,2,Medical,Female,Married
101427,32,29,4,Life Sciences,Female,Single
101428,40,1,4,Life Sciences,Male,Married
101429,32,1,4,Medical,Male,Married
101430,39,24,1,Life Sciences,Male,Single
101431,38,10,3,Medical,Female,Married
101432,32,1,4,Marketing,Female,Married
101433,37,10,3,Life Sciences,Female,Married
101434,25,8,2,Other,Female,Divorced
101435,52,29,4,Life Sciences,Male,Divorced
101436,44,1,3,Medical,Male,Single
101437,21,5,1,Medical,Male,Single
101438,39,9,3,Life Sciences,Male,Single
101439,23,9,3,Marketing,Male,Married
101440,36,3,3,Medical,Female,Married
101441,36,4,2,Life Sciences,Female,Divorced
101442,56,1,4,Life Sciences,Male,Divorced
101443,29,1,4,Medical,Male,Married
101444,42,2,3,Life Sciences,Male,Married
101445,56,7,2,Technical Degree,Male,Married
101446,41,28,4,Life Sciences,Female,Married
101447,34,28,3,Marketing,Female,Married
101448,36,15,4,Marketing,Male,Divorced
101449,41,3,3,Life Sciences,Male,Divorced
101450,32,2,3,Technical Degree,Male,Single
101451,35,26,4,Life Sciences,Female,Single
101452,38,10,2,Life Sciences,Female,Married
101453,50,1,4,Life Sciences,Male,Divorced
101454,36,11,4,Marketing,Female,Married
101455,45,20,3,Life Sciences,Female,Single
101456,40,2,4,Life Sciences,Male,Single
101457,35,18,4,Life Sciences,Male,Married
101458,40,2,4,Medical,Female,Married
101459,35,1,4,Life Sciences,Female,Married
101460,29,13,2,Other,Male,Married
101461,29,28,4,Medical,Female,Single
101462,50,28,3,Marketing,Male,Divorced
101463,39,24,1,Marketing,Female,Married
101464,31,5,3,Medical,Male,Single
101465,26,5,3,Other,Female,Single
101466,36,23,2,Medical,Male,Married
101467,39,6,1,Medical,Male,Married
101468,27,4,3,Life Sciences,Male,Married
101469,49,2,3,Medical,Male,Married
101470,34,8,3,Medical,Male,Married
