EmpId,BusinessTravel,Department,JobLevel,JobRole,JobSatisfaction,NumCompaniesWorked,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime
100533,Travel_Rarely,Sales,2,Sales Executive,1,2,1,200,20,2,3,7,7,1,7,No
100534,Travel_Frequently,Sales,3,Sales Executive,1,5,4,200,20,2,3,18,13,1,12,Yes
100535,Travel_Rarely,Research & Development,4,Research Director,3,3,3,200,32,3,3,5,1,1,3,No
100536,Travel_Rarely,Human Resources,5,Manager,4,3,3,200,23,2,2,21,6,12,6,No
100537,Travel_Rarely,Sales,2,Sales Executive,1,8,2,200,10,1,3,2,2,2,2,No
100538,Travel_Frequently,Research & Development,3,Manufacturing Director,1,1,4,200,9,4,2,9,7,1,7,No
100539,Travel_Rarely,Human Resources,5,Manager,3,1,3,200,22,3,3,22,7,2,10,No
100540,Travel_Rarely,Sales,1,Sales Representative,2,7,3,200,4,2,3,2,2,2,2,No
100541,Travel_Rarely,Research & Development,1,Research Scientist,2,7,2,200,10,4,3,7,7,3,7,Yes
100542,Non-Travel,Research & Development,3,Research Director,1,9,3,200,10,2,3,8,7,0,5,No
100543,Travel_Rarely,Research & Development,3,Manufacturing Director,3,4,3,200,10,4,4,1,0,0,0,Yes
100544,Non-Travel,Research & Development,1,Laboratory Technician,3,2,3,200,9,5,3,5,2,1,4,No
100545,Travel_Frequently,Sales,4,Sales Executive,3,9,3,200,28,2,2,22,2,11,13,Yes
100546,Travel_Rarely,Sales,2,Sales Executive,4,7,4,200,10,2,2,8,7,7,7,No
100547,Travel_Rarely,Sales,1,Sales Representative,3,1,3,200,1,6,3,1,0,0,0,No
100548,Travel_Frequently,Research & Development,1,Research Scientist,3,6,3,200,7,2,3,2,2,2,2,Yes
100549,Travel_Frequently,Sales,2,Sales Executive,4,3,3,200,7,5,3,2,2,2,2,No
100550,Travel_Rarely,Research & Development,2,Healthcare Representative,3,3,3,200,10,2,3,5,1,4,3,No
100551,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,5,2,4,4,3,0,2,No
100552,Travel_Rarely,Human Resources,2,Human Resources,2,9,1,200,12,3,1,8,3,3,6,No
100553,Travel_Rarely,Research & Development,4,Healthcare Representative,4,7,3,200,30,1,2,10,7,1,1,No
100554,Travel_Rarely,Research & Development,1,Research Scientist,4,0,4,200,5,2,2,4,2,2,3,Yes
100555,Travel_Rarely,Research & Development,2,Healthcare Representative,1,8,3,200,9,2,1,7,6,0,7,No
100556,Travel_Rarely,Sales,1,Sales Representative,2,1,3,200,2,2,3,2,2,2,2,No
100557,Travel_Rarely,Research & Development,2,Laboratory Technician,4,2,3,200,19,4,3,2,2,2,2,No
100558,Non-Travel,Research & Development,2,Healthcare Representative,1,2,3,200,16,2,4,1,0,0,0,No
100559,Travel_Frequently,Research & Development,2,Laboratory Technician,4,1,3,200,10,2,3,10,8,4,7,No
100560,Travel_Rarely,Research & Development,1,Research Scientist,3,6,3,200,6,0,1,1,0,0,1,Yes
100561,Travel_Rarely,Research & Development,2,Manufacturing Director,1,3,3,200,7,3,3,0,0,0,0,No
100562,Travel_Rarely,Sales,4,Manager,1,1,3,200,34,3,4,34,6,1,16,No
100563,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,10,2,2,10,9,7,8,Yes
100564,Travel_Rarely,Sales,2,Sales Executive,4,1,4,200,6,5,2,6,5,1,4,No
100565,Travel_Rarely,Sales,2,Sales Representative,3,0,3,200,9,3,3,8,7,3,1,No
100566,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,2,3,3,2,2,0,2,No
100567,Travel_Frequently,Sales,2,Sales Executive,3,4,3,200,8,2,3,5,4,1,3,Yes
100568,Travel_Rarely,Sales,2,Sales Executive,4,1,4,200,6,5,3,6,5,1,4,No
100569,Travel_Rarely,Research & Development,5,Manager,1,5,3,200,24,2,3,5,2,1,4,Yes
100570,Non-Travel,Sales,3,Sales Executive,1,1,2,200,10,1,3,10,7,0,9,No
100571,Non-Travel,Research & Development,1,Research Scientist,4,0,3,200,5,3,3,4,3,1,2,No
100572,Travel_Frequently,Research & Development,1,Laboratory Technician,4,3,3,200,5,2,3,2,2,2,0,No
100573,Travel_Rarely,Research & Development,2,Healthcare Representative,3,4,3,200,11,3,2,8,7,1,1,No
100574,Travel_Rarely,Sales,2,Sales Executive,1,6,3,200,6,2,2,4,3,1,2,No
100575,Travel_Rarely,Research & Development,1,Research Scientist,4,2,3,200,10,2,3,4,2,1,3,No
100576,Travel_Rarely,Research & Development,2,Manufacturing Director,1,9,3,200,9,4,3,5,3,1,4,Yes
100577,Travel_Frequently,Sales,2,Sales Executive,4,0,3,200,5,3,3,4,2,1,1,No
100578,Travel_Rarely,Research & Development,1,Research Scientist,1,0,2,200,6,3,2,5,3,4,3,Yes
100579,Travel_Frequently,Research & Development,2,Manufacturing Director,1,6,1,200,17,2,3,15,7,4,12,Yes
100580,Travel_Rarely,Research & Development,1,Research Scientist,1,1,1,200,6,3,3,6,5,1,3,No
100581,Travel_Rarely,Sales,1,Sales Representative,4,1,3,200,3,1,2,3,2,0,2,No
100582,Travel_Rarely,Research & Development,1,Laboratory Technician,3,3,4,200,7,2,3,2,2,0,2,No
100583,Travel_Frequently,Research & Development,2,Healthcare Representative,2,1,4,200,8,2,3,8,7,3,7,No
100584,Travel_Rarely,Sales,2,Sales Executive,1,5,3,200,6,1,3,3,2,1,2,No
100585,Travel_Frequently,Research & Development,5,Manager,4,1,3,200,24,4,2,24,7,14,9,No
100586,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,4,200,1,2,3,0,0,0,0,Yes
100587,Non-Travel,Research & Development,1,Laboratory Technician,2,1,3,200,1,4,3,1,0,0,0,No
100588,Travel_Rarely,Research & Development,2,Laboratory Technician,3,8,4,200,9,3,3,5,2,1,4,No
100589,Travel_Rarely,Research & Development,4,Research Director,3,5,3,200,30,3,3,4,3,0,3,No
100590,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,1,1,3,1,0,0,0,Yes
100591,Travel_Rarely,Research & Development,3,Research Director,3,0,3,200,14,3,4,13,9,3,7,No
100592,Travel_Rarely,Sales,2,Sales Executive,1,5,2,200,6,3,3,3,2,0,2,No
100593,Travel_Rarely,Research & Development,4,Manager,4,1,3,200,26,3,2,26,14,3,0,Yes
100594,Travel_Rarely,Research & Development,2,Manufacturing Director,2,0,3,200,10,2,3,9,7,0,5,No
100595,Travel_Rarely,Research & Development,1,Research Scientist,3,1,4,200,10,3,3,10,7,0,7,No
100596,Travel_Rarely,Research & Development,5,Research Director,2,7,3,200,40,2,3,31,15,13,8,Yes
100597,Travel_Rarely,Research & Development,1,Research Scientist,3,3,3,200,7,0,3,2,2,2,2,No
100598,Travel_Rarely,Research & Development,2,Manufacturing Director,4,9,3,200,8,4,3,4,3,0,2,Yes
100599,Travel_Rarely,Research & Development,1,Research Scientist,3,6,3,200,5,3,2,2,2,2,1,No
100600,Travel_Rarely,Human Resources,1,Human Resources,2,4,3,200,8,2,3,5,2,0,4,No
100601,Travel_Rarely,Research & Development,2,Manufacturing Director,3,1,3,200,14,3,3,14,13,6,8,No
100602,Travel_Frequently,Research & Development,2,Laboratory Technician,3,6,3,200,10,6,3,1,0,0,0,No
100603,Travel_Rarely,Research & Development,2,Manufacturing Director,4,5,4,200,12,4,2,0,0,0,0,Yes
100604,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,1,3,3,1,0,0,0,No
100605,Travel_Rarely,Research & Development,2,Manufacturing Director,2,1,1,200,10,3,2,9,8,7,8,No
100606,Travel_Frequently,Research & Development,2,Healthcare Representative,1,2,3,200,13,3,2,4,3,1,2,No
100607,Travel_Frequently,Research & Development,1,Research Scientist,4,1,3,200,6,3,3,5,2,1,3,No
100608,Travel_Rarely,Sales,3,Sales Executive,4,1,3,200,9,3,4,9,8,7,7,No
100609,Travel_Rarely,Sales,2,Sales Executive,4,4,3,200,12,3,2,9,7,7,3,No
100610,Travel_Rarely,Research & Development,4,Research Director,1,6,4,200,22,3,3,4,1,1,0,No
100611,Travel_Rarely,Research & Development,3,Research Director,4,1,3,200,9,3,3,9,8,0,8,Yes
100612,Travel_Rarely,Research & Development,3,Manufacturing Director,3,3,4,200,17,3,4,8,5,1,6,No
100613,Travel_Rarely,Sales,2,Sales Executive,2,1,4,200,8,2,3,8,7,7,5,Yes
100614,Travel_Rarely,Human Resources,1,Human Resources,4,0,3,200,4,1,1,3,2,0,2,No
100615,Travel_Frequently,Research & Development,1,Research Scientist,3,1,3,200,8,2,3,8,7,1,7,Yes
100616,Non-Travel,Research & Development,1,Research Scientist,4,1,3,200,0,6,2,0,0,0,0,No
100617,Travel_Rarely,Sales,4,Manager,3,2,3,200,29,2,2,20,6,4,17,No
100618,Travel_Rarely,Research & Development,2,Healthcare Representative,2,9,1,200,10,2,2,5,2,2,3,No
100619,Travel_Rarely,Research & Development,1,Research Scientist,1,7,1,200,6,3,2,4,3,0,1,No
100620,Travel_Rarely,Sales,2,Sales Executive,1,1,4,200,9,5,3,9,8,0,8,No
100621,Travel_Rarely,Research & Development,1,Research Scientist,1,1,1,200,6,3,2,6,5,1,1,No
100622,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,18,1,2,18,14,4,11,Yes
100623,Travel_Rarely,Sales,2,Sales Executive,4,2,3,200,8,3,2,5,2,0,3,No
100624,Travel_Frequently,Research & Development,1,Research Scientist,4,9,3,200,10,3,2,5,4,0,3,No
100625,Travel_Rarely,Sales,3,Sales Executive,4,7,3,200,35,3,3,5,2,0,4,Yes
100626,Travel_Rarely,Sales,3,Sales Executive,1,4,3,200,18,2,3,5,4,0,2,Yes
100627,Travel_Rarely,Research & Development,2,Research Scientist,3,5,3,200,9,3,2,5,3,1,3,No
100628,Travel_Frequently,Research & Development,4,Manufacturing Director,4,3,4,200,31,3,3,9,8,0,0,No
100629,Travel_Rarely,Sales,2,Sales Executive,3,4,3,200,9,2,3,1,0,0,0,No
100630,Travel_Rarely,Human Resources,1,Human Resources,4,1,3,200,6,6,3,5,1,0,4,No
100631,Travel_Rarely,Research & Development,2,Manufacturing Director,4,6,4,200,4,2,1,2,2,2,2,No
100632,Travel_Rarely,Research & Development,1,Laboratory Technician,4,2,4,200,10,2,2,3,2,0,2,Yes
100633,Travel_Frequently,Research & Development,1,Research Scientist,4,5,3,200,8,2,3,2,1,2,2,Yes
100634,Travel_Rarely,Human Resources,1,Human Resources,1,0,4,200,6,3,3,5,4,0,3,No
100635,Travel_Rarely,Sales,2,Sales Executive,1,1,3,200,5,3,3,5,3,0,3,Yes
100636,Travel_Rarely,Research & Development,3,Manufacturing Director,3,1,4,200,17,2,3,17,14,5,15,Yes
100637,Travel_Frequently,Research & Development,1,Research Scientist,2,1,1,200,10,3,2,10,2,7,8,Yes
100638,Non-Travel,Research & Development,1,Laboratory Technician,4,0,3,200,4,2,3,3,0,0,2,No
100639,Travel_Rarely,Sales,2,Sales Executive,1,1,2,200,5,1,4,5,2,0,3,No
100640,Travel_Rarely,Research & Development,1,Research Scientist,1,2,3,200,7,2,3,4,2,0,2,No
100641,Non-Travel,Research & Development,1,Laboratory Technician,4,0,3,200,6,2,2,5,2,3,4,No
100642,Travel_Frequently,Sales,2,Sales Executive,2,1,3,200,10,3,3,10,8,5,3,No
100643,Travel_Rarely,Sales,1,Sales Representative,2,0,3,200,3,3,3,2,2,1,2,No
100644,Travel_Rarely,Research & Development,2,Laboratory Technician,4,2,3,200,17,1,2,5,3,1,3,Yes
100645,Travel_Rarely,Research & Development,1,Research Scientist,4,3,3,200,8,2,3,6,4,0,2,Yes
100646,Travel_Rarely,Sales,1,Sales Representative,3,6,3,200,5,3,3,3,2,0,2,Yes
100647,Travel_Rarely,Sales,4,Sales Executive,4,5,3,200,28,3,3,2,0,2,2,No
100648,Travel_Rarely,Research & Development,3,Manufacturing Director,2,3,3,200,16,2,3,13,10,4,8,No
100649,Travel_Frequently,Sales,1,Sales Representative,4,5,3,200,10,3,3,5,4,0,0,No
100650,Travel_Rarely,Research & Development,4,Research Director,4,6,3,200,33,0,3,12,9,3,8,No
100651,Travel_Frequently,Research & Development,2,Healthcare Representative,4,4,3,200,12,2,2,5,2,2,2,No
100652,Travel_Rarely,Sales,2,Sales Executive,4,0,4,200,8,2,3,7,6,7,7,Yes
100653,Non-Travel,Sales,3,Sales Executive,2,1,1,200,10,2,3,10,0,0,9,Yes
100654,Non-Travel,Research & Development,4,Manager,1,1,3,200,31,3,3,31,6,14,7,No
100655,Travel_Rarely,Human Resources,2,Human Resources,4,8,3,200,13,2,3,5,4,0,4,No
100656,Travel_Rarely,Human Resources,1,Human Resources,2,3,3,200,7,4,4,4,3,0,3,Yes
100657,Travel_Rarely,Research & Development,1,Laboratory Technician,4,1,4,200,1,2,1,1,0,0,1,Yes
100658,Travel_Rarely,Research & Development,1,Laboratory Technician,4,6,3,200,8,5,3,4,3,0,3,No
100659,Travel_Rarely,Research & Development,1,Research Scientist,1,1,2,200,8,0,3,8,7,7,1,Yes
100660,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,4,3,3,4,2,0,2,No
100661,Travel_Frequently,Research & Development,1,Laboratory Technician,4,9,3,200,3,3,2,1,0,0,0,Yes
100662,Travel_Rarely,Research & Development,2,Manufacturing Director,2,4,4,200,4,2,4,1,0,0,0,No
100663,Travel_Rarely,Sales,1,Sales Representative,3,1,3,200,2,3,2,2,2,0,2,No
100664,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,1,3,2,1,0,0,0,No
100665,Travel_Rarely,Research & Development,2,Healthcare Representative,4,0,3,200,17,2,2,16,8,4,11,Yes
100666,Travel_Rarely,Sales,1,Sales Representative,4,1,3,200,3,3,2,3,2,1,2,Yes
100667,Travel_Rarely,Research & Development,2,Manufacturing Director,3,0,3,200,4,3,4,3,2,0,2,Yes
100668,Travel_Rarely,Research & Development,1,Laboratory Technician,4,4,3,200,10,1,2,7,7,1,0,Yes
100669,Travel_Rarely,Research & Development,1,Research Scientist,3,5,3,200,6,2,3,2,2,2,2,No
100670,Travel_Rarely,Research & Development,1,Laboratory Technician,1,7,4,200,8,2,1,2,2,2,2,Yes
100671,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,1,2,3,1,1,0,0,No
100672,Travel_Rarely,Research & Development,1,Laboratory Technician,2,1,3,200,1,3,3,1,0,1,0,No
100673,Travel_Rarely,Sales,2,Sales Executive,3,7,3,200,10,6,3,5,4,0,3,No
100674,Travel_Rarely,Research & Development,1,Research Scientist,1,3,1,200,6,1,3,3,2,0,2,Yes
100675,Travel_Rarely,Research & Development,3,Healthcare Representative,2,2,3,200,24,3,3,6,0,0,4,Yes
100676,Travel_Rarely,Sales,1,Sales Representative,3,3,3,200,13,2,4,7,7,5,2,No
100677,Travel_Rarely,Research & Development,2,Healthcare Representative,4,1,4,200,10,2,1,10,6,0,7,Yes
100678,Travel_Rarely,Research & Development,3,Laboratory Technician,2,4,3,200,29,3,2,26,9,1,7,No
100679,Travel_Rarely,Research & Development,1,Research Scientist,3,4,3,200,13,2,2,0,0,0,0,No
100680,Non-Travel,Sales,2,Sales Executive,3,1,3,200,9,2,2,9,8,0,0,No
100681,Travel_Rarely,Research & Development,1,Research Scientist,4,2,3,200,8,6,3,6,2,0,1,No
100682,Travel_Rarely,Research & Development,3,Research Director,1,1,3,200,15,3,3,15,12,5,11,No
100683,Non-Travel,Research & Development,1,Laboratory Technician,2,6,4,200,5,3,3,3,0,0,2,No
100684,Travel_Rarely,Sales,1,Sales Representative,2,1,3,200,1,2,3,1,0,0,0,Yes
100685,Travel_Rarely,Sales,3,Sales Executive,2,2,3,200,11,2,2,1,0,0,0,No
100686,Travel_Frequently,Sales,2,Sales Executive,1,1,2,200,7,2,3,7,7,0,7,No
100687,Travel_Rarely,Research & Development,1,Laboratory Technician,1,2,1,200,20,3,3,18,13,2,17,Yes
100688,Travel_Rarely,Research & Development,1,Laboratory Technician,3,4,4,200,16,6,3,11,8,3,9,No
100689,Travel_Rarely,Sales,1,Sales Representative,2,1,1,200,1,3,4,1,0,0,0,Yes
100690,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,1,2,3,1,0,0,0,No
100691,Travel_Rarely,Research & Development,2,Healthcare Representative,4,0,3,200,10,2,1,9,7,8,5,Yes
100692,Travel_Frequently,Research & Development,1,Research Scientist,2,8,3,200,3,2,3,1,1,0,0,Yes
100693,Travel_Rarely,Research & Development,2,Manufacturing Director,1,1,3,200,8,2,4,8,7,6,3,No
100694,Travel_Rarely,Sales,3,Sales Executive,4,1,3,200,16,6,3,16,7,3,7,Yes
100695,Travel_Rarely,Research & Development,2,Healthcare Representative,4,0,3,200,6,3,3,5,0,1,4,No
100696,Travel_Rarely,Sales,3,Sales Executive,3,5,3,200,17,2,1,14,1,11,7,No
100697,Non-Travel,Research & Development,2,Laboratory Technician,2,1,3,200,9,5,2,9,7,0,8,No
100698,Travel_Frequently,Sales,1,Sales Representative,4,1,3,200,3,5,3,3,1,0,2,No
100699,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,5,3,3,5,2,1,0,No
100700,Travel_Rarely,Research & Development,4,Manager,4,2,3,200,26,2,2,9,8,7,8,No
100701,Travel_Rarely,Research & Development,1,Research Scientist,3,4,4,200,7,4,3,1,0,0,0,No
100702,Travel_Rarely,Sales,4,Manager,3,6,3,200,22,3,4,17,13,15,2,No
100703,Travel_Rarely,Sales,3,Sales Executive,3,5,3,200,10,2,4,8,4,7,7,No
100704,Non-Travel,Sales,2,Sales Executive,4,1,3,200,6,1,3,5,3,1,3,Yes
100705,Travel_Rarely,Sales,3,Sales Executive,4,6,3,200,12,2,3,10,9,0,8,No
100706,Travel_Rarely,Sales,3,Sales Executive,3,0,3,200,9,3,3,8,7,0,7,No
100707,Non-Travel,Sales,4,Sales Executive,2,4,3,200,22,2,2,1,0,0,0,Yes
100708,Travel_Frequently,Research & Development,2,Manufacturing Director,3,1,3,200,20,3,4,19,10,2,7,Yes
100709,Non-Travel,Sales,2,Sales Executive,4,4,3,200,12,3,3,7,7,0,7,No
100710,Non-Travel,Research & Development,1,Research Scientist,1,0,4,200,4,0,3,3,2,1,2,Yes
100711,Non-Travel,Sales,4,Manager,3,1,3,200,10,2,3,10,8,6,0,No
100712,Travel_Rarely,Research & Development,1,Research Scientist,1,6,4,200,3,5,3,0,0,0,0,Yes
100713,Travel_Rarely,Research & Development,1,Research Scientist,4,3,3,200,5,4,3,3,2,0,2,No
100714,Travel_Rarely,Research & Development,1,Laboratory Technician,4,3,3,200,8,2,3,5,3,0,2,No
100715,Travel_Rarely,Research & Development,4,Research Director,4,9,4,200,32,1,2,5,4,1,3,No
100716,Travel_Frequently,Research & Development,2,Healthcare Representative,2,1,3,200,6,2,3,6,5,1,2,Yes
100717,Travel_Frequently,Research & Development,5,Research Director,3,2,3,200,21,2,4,18,16,0,11,No
100718,Travel_Rarely,Research & Development,1,Laboratory Technician,2,9,3,200,4,2,3,2,2,2,2,No
100719,Non-Travel,Research & Development,2,Laboratory Technician,1,1,3,200,9,2,3,9,8,0,8,Yes
100720,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,9,0,3,9,0,0,7,Yes
100721,Travel_Rarely,Research & Development,1,Research Scientist,3,4,3,200,7,2,3,5,2,0,1,Yes
100722,Travel_Rarely,Research & Development,4,Manufacturing Director,3,3,3,200,22,2,3,12,11,1,5,Yes
100723,Travel_Frequently,Research & Development,1,Research Scientist,3,0,3,200,3,0,2,2,1,0,2,No
100724,Travel_Rarely,Research & Development,3,Manufacturing Director,3,6,3,200,13,3,3,8,7,0,7,No
100725,Travel_Rarely,Research & Development,2,Manufacturing Director,3,1,3,200,5,6,3,4,2,3,2,No
100726,Travel_Rarely,Research & Development,1,Laboratory Technician,2,1,4,200,5,2,1,4,2,0,2,Yes
100727,Travel_Frequently,Research & Development,2,Manufacturing Director,1,1,3,200,4,1,3,4,3,0,3,No
100728,Non-Travel,Research & Development,1,Research Scientist,4,1,3,200,0,2,3,0,0,0,0,No
100729,Travel_Rarely,Research & Development,3,Manufacturing Director,3,8,3,200,22,2,3,10,7,0,8,No
100730,Travel_Rarely,Research & Development,3,Healthcare Representative,3,1,3,200,16,3,2,16,10,10,1,Yes
100731,Travel_Rarely,Research & Development,3,Research Director,1,0,3,200,9,4,2,8,7,1,7,Yes
100732,Travel_Rarely,Research & Development,1,Research Scientist,1,1,2,200,1,2,3,1,0,0,0,Yes
100733,Travel_Frequently,Research & Development,1,Laboratory Technician,2,0,3,200,4,3,3,3,2,1,2,No
100734,Travel_Rarely,Research & Development,2,Manufacturing Director,4,1,3,200,8,2,3,8,7,1,3,No
100735,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,4,3,2,4,3,1,1,No
100736,Travel_Rarely,Research & Development,2,Healthcare Representative,3,2,3,200,19,0,3,2,2,2,2,No
100737,Travel_Rarely,Research & Development,3,Healthcare Representative,3,7,3,200,27,3,3,15,11,4,8,No
100738,Travel_Rarely,Research & Development,2,Manufacturing Director,3,6,3,200,8,6,3,2,2,2,1,No
100739,Travel_Rarely,Research & Development,4,Manufacturing Director,4,1,3,200,21,3,3,21,6,11,8,No
100740,Travel_Rarely,Research & Development,2,Manufacturing Director,4,0,3,200,4,2,3,3,2,2,2,No
100741,Travel_Rarely,Research & Development,1,Laboratory Technician,4,1,4,200,3,4,2,3,2,1,2,No
100742,Travel_Rarely,Sales,5,Manager,3,6,3,200,21,3,4,1,0,0,0,No
100743,Travel_Rarely,Research & Development,1,Laboratory Technician,4,4,3,200,8,5,3,1,0,0,0,No
100744,Travel_Rarely,Research & Development,4,Manufacturing Director,4,3,3,200,30,4,3,5,3,4,3,Yes
100745,Travel_Rarely,Research & Development,2,Healthcare Representative,2,5,2,200,15,2,1,1,0,0,0,No
100746,Travel_Frequently,Research & Development,2,Healthcare Representative,2,3,3,200,17,3,3,8,7,6,7,Yes
100747,Non-Travel,Research & Development,5,Research Director,3,1,4,200,21,3,3,21,16,5,10,No
100748,Travel_Rarely,Sales,2,Sales Executive,4,8,3,200,19,1,3,1,0,0,0,Yes
100749,Non-Travel,Sales,2,Sales Executive,1,8,3,200,7,6,3,2,2,2,2,No
100750,Travel_Rarely,Sales,5,Manager,4,1,3,200,33,3,3,32,14,6,9,No
100751,Travel_Rarely,Sales,4,Sales Executive,4,3,3,200,23,2,3,12,11,11,11,Yes
100752,Non-Travel,Sales,2,Sales Executive,3,0,3,200,19,3,3,18,7,0,13,No
100753,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,1,200,18,1,3,17,13,15,14,No
100754,Travel_Frequently,Research & Development,3,Manufacturing Director,1,1,3,200,21,2,3,21,6,2,8,Yes
100755,Non-Travel,Sales,1,Sales Representative,4,0,3,200,3,2,2,2,2,2,2,No
100756,Travel_Rarely,Sales,4,Manager,4,3,3,200,26,4,4,9,3,1,1,No
100757,Non-Travel,Research & Development,1,Laboratory Technician,3,9,3,200,10,2,3,8,7,7,7,No
100758,Travel_Rarely,Sales,2,Sales Executive,4,0,3,200,16,2,2,15,1,0,9,No
100759,Travel_Rarely,Sales,3,Manager,4,3,3,200,14,1,1,6,4,0,4,Yes
100760,Travel_Rarely,Human Resources,1,Human Resources,2,1,3,200,6,3,3,6,3,0,4,No
100761,Travel_Frequently,Sales,3,Sales Executive,2,2,3,200,30,2,3,15,7,6,12,No
100762,Travel_Rarely,Research & Development,2,Laboratory Technician,3,7,3,200,9,3,2,1,0,0,0,No
100763,Travel_Frequently,Research & Development,1,Research Scientist,1,6,3,200,6,2,3,3,2,1,2,Yes
100764,Travel_Rarely,Sales,1,Sales Representative,3,1,3,200,1,2,3,1,1,0,0,Yes
100765,Travel_Rarely,Sales,1,Sales Representative,2,1,4,200,1,5,3,1,0,0,0,No
100766,Travel_Frequently,Research & Development,1,Research Scientist,3,3,3,200,8,2,3,2,2,2,2,No
100767,Travel_Rarely,Research & Development,5,Research Director,3,2,3,200,29,2,2,8,1,7,7,Yes
100768,Travel_Rarely,Research & Development,2,Healthcare Representative,2,3,2,200,8,3,2,4,3,0,1,No
100769,Travel_Rarely,Sales,2,Sales Executive,1,1,2,200,8,3,2,7,7,7,5,No
100770,Travel_Frequently,Research & Development,1,Research Scientist,3,1,3,200,5,5,3,5,3,1,3,No
100771,Travel_Rarely,Research & Development,5,Research Director,4,9,3,200,23,0,3,2,2,2,2,No
100772,Travel_Rarely,Sales,3,Sales Executive,3,6,3,200,13,4,3,9,4,7,0,No
100773,Travel_Frequently,Research & Development,1,Research Scientist,3,2,3,200,18,4,3,5,4,0,3,No
100774,Travel_Rarely,Research & Development,3,Manufacturing Director,4,0,3,200,15,2,2,14,8,7,8,No
100775,Non-Travel,Research & Development,4,Manager,1,7,3,200,31,3,4,9,7,6,2,No
100776,Travel_Rarely,Sales,3,Sales Executive,4,5,3,200,18,5,3,1,0,0,0,No
100777,Travel_Frequently,Sales,1,Sales Representative,4,1,3,200,2,3,3,2,2,0,2,Yes
100778,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,1,6,2,1,0,1,0,No
100779,Travel_Rarely,Research & Development,2,Research Scientist,1,8,4,200,19,2,3,16,13,1,7,Yes
100780,Travel_Rarely,Research & Development,1,Research Scientist,3,9,3,200,18,2,4,10,0,2,7,Yes
100781,Non-Travel,Research & Development,3,Healthcare Representative,1,1,2,200,10,2,2,10,7,1,9,No
100782,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,6,2,3,5,3,1,3,No
100783,Travel_Rarely,Research & Development,2,Manufacturing Director,1,0,3,200,7,1,2,6,2,0,2,No
100784,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,10,3,3,10,6,0,8,No
100785,Travel_Rarely,Research & Development,3,Healthcare Representative,3,0,3,200,20,4,2,19,9,1,9,No
100786,Travel_Rarely,Research & Development,3,Healthcare Representative,4,4,4,200,14,6,3,11,10,11,1,No
100787,Non-Travel,Research & Development,1,Laboratory Technician,3,1,3,200,3,4,3,3,2,1,2,No
100788,Travel_Frequently,Research & Development,3,Manufacturing Director,2,3,3,200,23,4,3,3,2,1,2,No
100789,Travel_Rarely,Research & Development,2,Research Scientist,3,3,3,200,10,4,4,8,7,1,7,No
100790,Travel_Rarely,Human Resources,3,Human Resources,1,9,2,200,24,1,3,20,6,3,6,No
100791,Travel_Rarely,Research & Development,3,Healthcare Representative,4,4,3,200,9,2,3,3,2,1,2,No
100792,Travel_Rarely,Sales,3,Sales Executive,1,0,2,200,9,2,3,8,7,4,7,Yes
100793,Travel_Frequently,Research & Development,2,Research Scientist,3,1,4,200,14,4,3,13,7,3,8,No
100794,Travel_Rarely,Research & Development,1,Laboratory Technician,3,1,3,200,4,5,2,4,2,2,2,No
100795,Travel_Frequently,Research & Development,2,Healthcare Representative,4,0,3,200,7,1,2,6,2,0,4,No
100796,Travel_Rarely,Sales,2,Sales Executive,4,2,3,200,8,5,3,1,0,0,0,Yes
100797,Travel_Rarely,Research & Development,1,Laboratory Technician,4,1,3,200,7,3,4,7,7,5,6,Yes
100798,Travel_Rarely,Research & Development,1,Laboratory Technician,3,1,4,200,1,0,2,1,1,0,0,No
100799,Travel_Rarely,Research & Development,1,Research Scientist,2,4,4,200,5,0,3,2,2,2,2,Yes
100800,Travel_Rarely,Research & Development,4,Manager,1,0,3,200,23,3,3,22,6,13,7,No
100801,Travel_Frequently,Research & Development,1,Laboratory Technician,2,1,3,200,1,2,3,1,0,0,0,No
100802,Travel_Frequently,Sales,2,Sales Executive,3,3,3,200,5,4,3,0,0,0,0,Yes
